year,iso,rgdpbarro,rgdp,loans1,bassets2,govass,narrowm,money,gdp,iy,cpi,pop,stir,ltrate,crisisST,stocks
1931,NLD,21.286768,5185.0488,1995,2729.2,,1025,1970,5490,0.2130488,8.7974224,7999,0.01505,0.045600001,0,7
1932,NLD,20.722628,5035.2388,1488.5,2369,,963,1950,4928,0.1655757,8.1640081,8123,0.0067400001,0.035500001,0,5
1933,NLD,20.514692,4956.4619,1411.7,2194.8999,,913,1840,4779,0.1475639,8.0936289,8237,0.0093999999,0.035399999,0,6
1934,NLD,20.050528,4804.9072,1323.1,2120.3,,913,1770,4754,0.1530488,8.0936289,8341,0.0076799998,0.032299999,0,6
1935,NLD,20.368334,4929.4561,1277.1,1931.2,,810,1550,4682,0.1402351,7.8121109,8434,0.03173,0.0339,0,6
1936,NLD,21.29056,5189.6792,1379,2146,,794,1710,4807,0.1274171,7.4602151,8516,0.01568,0.0308,0,7
1937,NLD,22.296616,5432.6968,1349.4,2534.3999,,869,2020,5310,0.13629571,7.8824911,8599,0.0020300001,0.0307,0,11
1938,NLD,21.404726,5249.6011,1254.8,2497.5,,993,2160,5395,0.176827,8.0232496,8685,0.00173,0.0297,0,10
1939,NLD,22.942255,5543.9771,1143.6,2182.3999,,1153,2200,5743,0.1705932,8.0936289,8782,0.0122,0.0359,1,10
1940,NLD,19.958723,4831.3599,845.5,2247.8,,1592,2990,NaN,NaN,9.2900782,8879,0.0176,0.034000002,0,15
1941,NLD,18.705347,4531.2002,544.40002,2474.7,,2233,3950,NaN,NaN,10.62729,8966,0.020199999,0.032499999,0,15
1942,NLD,16.938131,4106.729,401.79999,2189.6001,,NaN,NaN,NaN,NaN,11.40146,9042,0.0175,0.030999999,0,18
1943,NLD,16.417347,3980.519,361.10001,NaN,,NaN,NaN,NaN,NaN,11.75336,9103,0.0117,0.030099999,0,18
1944,NLD,10.886187,2649.1741,390.89999,NaN,,NaN,NaN,NaN,NaN,12.10525,9175,0.0102,0.029300001,0,15.8563
1945,NLD,11.033343,2686.26,472.70001,NaN,,3700,5050.9199,NaN,NaN,13.93512,9262,NaN,NaN,0,NaN
1946,NLD,18.442335,4456.6279,667,NaN,,6840,9337.3799,NaN,NaN,15.20195,9424,NaN,0.030099999,0,11.3014
1947,NLD,20.934649,5048.0791,735,NaN,,7360,10047.24,NaN,NaN,15.76498,9630,NaN,0.0309,0,15.1945
1948,NLD,22.805094,5490.2041,828,7236,,7390,10088.19,15700,NaN,16.32802,9800,NaN,0.031099999,0,14.0479
1949,NLD,24.08404,5880.4741,918,6501,,7290,9951.6797,17500,NaN,17.31333,9956,NaN,0.031300001,0,14.6742
1950,NLD,24.714504,5996.1279,1234,5993,,6800,9282.7695,18906,0.201206,18.871531,10113.53,NaN,0.0319,0,13.9515
1951,NLD,24.93918,6031.9678,1443,6280,,7040,9610.4004,21649,0.1932191,21.122259,10264.31,NaN,0.035500001,0,13.8292
1952,NLD,25.077227,6083.8062,1508,6834.2598,,7760,10593.28,22687,0.1862741,21.122259,10381.99,NaN,0.0328,0,13.2
1953,NLD,26.915125,6542.5332,1814,6939.75,,8260,11275.84,24199,0.20852099,21.122259,10493.18,NaN,0.0317,0,15.5
1954,NLD,28.458836,6906.8652,2268,8418.75,,8850,12081.26,26999,0.2103411,21.96715,10615.38,NaN,0.032200001,0,26
1955,NLD,30.116251,7325.8452,2648,9491.71,,9580,13077.79,30275,0.22454169,22.389601,10750.84,NaN,0.034000002,0,30.6
1956,NLD,31.083479,7498.519,2935,9874.71,,9230,12600,32000,0.2528125,22.81204,10889.35,NaN,0.042100001,0,32.400002
1957,NLD,31.624826,7613.5581,3099,14936,3981,9050,13060,34700,0.25994241,24.202591,11026.38,NaN,0.048599999,0,28.200001
1958,NLD,30.84827,7482.0718,2867,16353.8,4622,10100,14880,35100,0.2293447,24.73065,11186.88,NaN,0.043099999,0,38.099998
1959,NLD,31.854826,7736.6748,3321,17444.1,4855,10600,15510,37400,0.2387701,24.994671,11347.64,NaN,0.042100001,0,48.599998
1960,NLD,34.333355,8286.6094,3925,18512.6,5087,11300,16210,41800,0.2405742,25.575541,11486,0.025800001,0.0405,0,49.700001
1961,NLD,34.873592,8201.5078,4519,20670.6,5295,12200,17000,44200,0.24705879,25.909969,11638.71,0.017200001,0.040100001,0,49.799999
1962,NLD,35.87278,8639.3096,4867,23910.4,5793,13100,18130,47600,0.2435084,26.502291,11805.69,0.0251,0.041900001,0,44.599998
1963,NLD,36.570419,8832.2158,5607,26899.6,6036,14300,19900,51600,0.23680229,27.388309,11965.97,0.028200001,0.0469,0,48.200001
1964,NLD,39.223427,9437.1953,6356,30688.1,6664,15400,21970,60700,0.25410211,28.974331,12127.12,0.0436,0.053300001,0,54.799999
1965,NLD,40.758892,9797.8359,7269,35556.301,7351,17000,23320,67802,0.25049409,30.65336,12292,0.0473,0.0614,0,48.700001
1966,NLD,41.366413,9936.249,8341,39461.199,8385,18200,24700,73800,0.26150411,32.430302,12454.8,0.064199999,0.065399997,0,39.299999
1967,NLD,43.08725,10341.26,10279,45702,9639,19300,27390,81000,0.2624568,33.561081,12596.82,0.056699999,0.063699998,0,50.700001
1968,NLD,45.522633,10894.34,12573,52828.801,10731,21500,31450,89800,0.2676169,34.794651,12724.68,0.051899999,0.065800004,0,66.400002
1969,NLD,48.088924,11462.13,14172,59579,12045,23200,34640,114269,0.26376441,37.37928,12873,0.077600002,0.078599997,0,61.5
1970,NLD,50.228786,11966.77,15895,66485.898,13509,25900,38460,128115,0.27626589,38.754822,13032.33,0.079599999,0.076800004,0,55.799999
1971,NLD,51.83791,12319.37,17974,75185.398,14759,29900,41910,144647,0.27155009,41.65274,13193.78,0.048500001,0.0748,0,49.799999
1972,NLD,52.711102,12597.19,20895,87516.898,16866,35100,46900,162041,0.252873,44.89822,13329.87,0.019300001,0.0735,0,63.099998
1973,NLD,54.858936,13081.24,28300,101541,18916,35100,57190,185480,0.2443471,48.496151,13438.4,0.064400002,0.090099998,0,51
1974,NLD,56.675453,13497.42,35843,116632,21495,39400,68660,210443,0.23355161,53.156319,13540.58,0.092,0.090899996,0,37.299999
1975,NLD,56.282513,13373.63,40711,131979,24919,47200,72580,232313,0.22444721,58.58503,13653.44,0.041700002,0.086099997,0,52.900002
1976,NLD,58.370438,13884.91,52170,154789,29434,50500,90740,264106,0.2090517,63.891361,13769.91,0.072800003,0.083999999,0,52.599998
1977,NLD,59.482204,14176.87,63937,185910,34129,57800,92290,288589,0.2245411,68.027763,13852.99,0.037999999,0.081100002,0,54.099998
1978,NLD,60.600071,14424.02,77211,222646,39285,60200,95710,311435,0.2272452,70.803299,13936.75,0.062399998,0.084799998,0,53.599998
1979,NLD,61.273598,14647.25,88149,256646,44159,61900,102880,330162,0.22495501,73.784439,14030,0.090300001,0.092900001,0,55.900002
1980,NLD,61.826389,14704.5,97627,283075,51250,65600,106820,354182,0.2242398,78.611053,14143.9,0.1013,0.1048,0,62.200001
1981,NLD,61.09343,14525.08,103439,299298,59369,64000,112460,371389,0.20699701,83.916077,14246.05,0.11012,0.1128,0,57.400002
1982,NLD,60.016197,14291.49,108905,301452,66892,72300,217947,386423,0.19847029,88.835297,14310.4,0.080619998,0.083999999,0,65.900002
1983,NLD,60.87006,14483.25,111944,315891,77880,79700,228955,401472,0.1989352,91.34314,14362.38,0.052839998,0.0858,0,100
1984,NLD,62.515533,14899.7,116090,331964,90865,85000,242234,419791,0.2028316,94.333252,14420.02,0.057829998,0.077200003,0,122.2
1985,NLD,63.908733,15282.88,120634,348685,109807,90800,264130,438699,0.20961159,96.431152,14491.38,0.063040003,0.069600001,0,155.39999
1986,NLD,65.537109,15617.07,129083,377361,115801,97200,282729,452860,0.2159135,96.527611,14571.88,0.0583,0.064000003,0,162.89999
1987,NLD,66.331696,15737.04,134577,393462,120068,104000,294205,458012,0.21932609,95.844383,14665.28,0.05161,0.063600004,0,128.7
1988,NLD,68.157272,16043.53,164509,501210,126239,111000,319812,476094,0.2254051,96.559761,14761.34,0.044829998,0.064400002,0,165.8
1989,NLD,70.745216,16695.24,176919,526691,133660,119000,359721,504561,0.22795659,97.604691,14848.91,0.069930002,0.077600002,0,202.8
1990,NLD,73.225792,17262.07,188705,554997,141742,124000,386016,536938,0.22443929,100,14951.51,0.082900003,0.090599999,0,168.3
1991,NLD,74.405319,17519.68,200777,583020,149988,123000,407193,567180,0.21807539,103.1333,15066.22,0.09008,0.086999997,0,191.39999
1992,NLD,75.136986,17747.289,215975,608079,154449,122000,432148,591253,0.214727,106.4167,15174.24,0.092699997,0.074600004,0,198
1993,NLD,75.613281,17764.551,227827,639146,155898,139308.09,465084,608253,0.2050446,109.1667,15274.94,0.070979998,0.060899999,0,280.79999
1994,NLD,77.376747,18054.6,247419,682615,164199,143174.2,466024,639182,0.200949,112.225,15382.2,0.051430002,0.077799998,0,278
1995,NLD,79.378662,18509.721,274004,749157,178747,164085,486566,672707,0.2080192,114.3833,15459.05,0.042229999,0.064599998,0,321
1996,NLD,81.784874,18987.85,305669,824109,194254,191942.8,514989,704647,0.2162558,116.7583,15527.81,0.02892,0.060800001,0,437.29999
1997,NLD,84.827263,19619.859,349046,931970,196183,206986.8,553239,754191,0.2194908,119.3165,15604.46,0.030680001,0.0546,0,618.79999
1998,NLD,87.640923,20636.32,412812,1025332,185171.91,252594.91,599485.81,798766,0.2219837,121.0609,15699.26,0.032109998,0.043099999,0,734.70001
1999,NLD,91.162674,21460.961,473260,1118694,245711.09,286133.41,660108.63,851057,0.2288561,123.3853,15801.95,0.027319999,0.056200001,0,933.09998
2000,NLD,94.023384,22161.449,543814,1258611,239151.2,318695.69,718353.19,921063,0.2192831,126.9857,15907.85,0.04112,0.051600002,0,897
2001,NLD,95.09745,22433.42,587566,1344756,236659.59,364803.91,808088.31,986669,0.2114497,133.50639,16017.45,0.043729998,0.051100001,0,708
2002,NLD,94.583305,22300.859,629285,1450678,267238.41,368551.59,865806.81,1025200,0.1996098,137.7999,16122.83,0.032779999,0.044199999,0,462.10001
2003,NLD,94.419701,22237.16,686743,1556425,286577,383938.81,956922.13,1051050,0.1946712,140.0116,16223.25,0.02318,0.0436,0,485.79999
2004,NLD,96.168373,22602,756308,1698316,302973.41,392047.91,1003167,1082430,0.1881685,141.76041,16318.2,0.020479999,0.036800001,0,513.31
2005,NLD,97.385742,22818.91,825867,1847292,326047.69,419579.5,1123501,1131400,0.18896431,144.6665,16407.49,0.0209,0.032469999,0,643.04999
2006,NLD,100,23388.41,871435,1955500,294402.41,481417.91,1247667,1189850,0.1970226,147.10989,16491.461,0.02836,0.038940001,0,748.77002
2007,NLD,101.92467,24197.881,920009,2290729,265446.81,500516.5,1317863,1249650,0.1995753,149.4489,16570.609,0.038589999,0.043609999,0,784.78003
2008,NLD,103.41439,24684.74,958449,2367748,263186.41,503785.81,1420844,1310340,0.20492961,152.74429,16645.311,0.038180001,0.042275,1,374.21484
1870,NOR,4.7549124,1360.144,112.9584,NaN,,38.932621,163.7876,542,0.1217712,2.363482,1735,NaN,NaN,0,NaN
1871,NOR,4.8125272,1376.088,120.0391,NaN,,43.345001,182.8611,562,0.1245552,2.3923049,1745,NaN,NaN,0,NaN
1872,NOR,5.0968342,1457.365,128.304,NaN,,49.314079,205.5049,640,0.15000001,2.579654,1755,NaN,NaN,0,NaN
1873,NOR,5.1808214,1481.611,146.98869,NaN,,55.591869,229.7271,729,0.1687243,2.781415,1767,NaN,NaN,0,NaN
1874,NOR,5.3259931,1523.748,168.7086,NaN,,57.945869,233.4305,790,0.18354429,2.8967071,1783,NaN,NaN,0,NaN
1875,NOR,5.4197478,1551.22,178.5782,NaN,,51.99604,235.07539,771,0.18158241,2.7958269,1803,NaN,NaN,0,NaN
1876,NOR,5.5100303,1572.45,192.19701,NaN,,50.597172,241.82471,799,0.17021281,2.781415,1829,NaN,NaN,0,NaN
1877,NOR,5.4835558,1564.749,200.0146,NaN,,51.052921,238.5173,797,0.1706399,2.781415,1852,NaN,0.046631999,0,NaN
1878,NOR,5.2166257,1489.818,201.31779,NaN,,46.237579,237.5984,706,0.15722381,2.493186,1877,NaN,0.047368001,0,NaN
1879,NOR,5.1924958,1483.2469,197.9705,NaN,,46.56575,249.2959,662,0.1480363,2.349071,1902,NaN,0.043269001,0,NaN
1880,NOR,5.3128653,1517.286,222.6319,NaN,,52.45842,264.75549,720,0.14722221,2.5220089,1919,NaN,0.042056002,0,NaN
1881,NOR,5.3522077,1528.3979,235.0006,NaN,,50.615421,279.69849,739,0.14614341,2.550832,1923,NaN,0.039604001,0,NaN
1882,NOR,5.3511243,1527.944,250.0265,NaN,,50.452332,295.21701,760,0.15000001,2.565243,1920,NaN,0.040816002,0,NaN
1883,NOR,5.3323317,1523.0129,256.48239,NaN,,50.908581,304.02499,750,0.1506667,2.5220089,1919,NaN,0.040201001,0,NaN
1884,NOR,5.4003386,1542.131,271.31519,NaN,,52.593079,308.50751,721,0.147018,2.421128,1929,NaN,0.038835,0,NaN
1885,NOR,5.4085507,1544.345,277.965,NaN,,48.96608,309.82849,679,0.1428571,2.277014,1944,NaN,0.038835,0,NaN
1886,NOR,5.3982372,1541.7419,266.37369,NaN,,49.511421,312.12799,667,0.137931,2.233779,1958,NaN,0.038462002,0,NaN
1887,NOR,5.4351621,1551.818,262.27731,NaN,,52.443249,321.5975,659,0.1426404,2.1761329,1970,NaN,0.035714,0,NaN
1888,NOR,5.6701193,1618.515,267.98691,NaN,,56.404251,341.49249,710,0.14647891,2.219368,1977,NaN,0.035,0,NaN
1889,NOR,5.8669448,1675.0551,283.53589,NaN,,60.959579,358.74649,770,0.1636364,2.291425,1984,NaN,0.034313999,0,NaN
1890,NOR,5.9894214,1709.4871,302.95099,NaN,,62.296421,361.23749,780,0.1782051,2.291425,1997,NaN,0.035,0,NaN
1891,NOR,6.0005531,1712.2791,315.94009,NaN,,60.041248,364.4895,802,0.1720698,2.3923049,2013,NaN,0.036458001,0,NaN
1892,NOR,6.0749297,1733.802,327.85849,NaN,,58.526581,375.87799,799,0.16270339,2.349071,2026,NaN,0.035,0,NaN
1893,NOR,6.2009649,1769.374,339.88269,NaN,,58.251499,391.75201,809,0.16316441,2.305836,2038,NaN,0.034091,0,NaN
1894,NOR,6.1813731,1763.717,356.61899,NaN,,58.2915,415.543,816,0.1642157,2.2481899,2057,0.044020001,0.030928001,0,NaN
1895,NOR,6.1767044,1762.77,375.42001,NaN,,62.089668,436.116,832,0.1682692,2.233779,2083,0.037620001,0.030611999,0,NaN
1896,NOR,6.2673755,1787.946,397.51929,NaN,,63.154499,468.53149,875,0.1634286,2.277014,2112,0.039620001,0.030303,0,NaN
1897,NOR,6.510623,1856.4091,440.98279,NaN,,67.222076,518.69452,919,0.17627861,2.2481899,2142,0.045609999,0.029703001,0,NaN
1898,NOR,6.4670682,1844.25,508.51501,NaN,,74.63958,558.763,998,0.1893788,2.4067171,2174,0.04242,0.031578999,0,NaN
1899,NOR,6.5762081,1875.184,549.36023,970,,78.849831,603.15448,1065,0.2065728,2.4787741,2204,0.05748,0.034483001,1,NaN
1900,NOR,6.5803561,1876.688,627.67157,1056,,77.183327,653.26703,1115,0.1865471,2.579654,2230,0.062969998,0.036145002,0,NaN
1901,NOR,6.6722751,1902.132,632.89032,1090,,76.557327,679.06799,1101,0.1762034,2.550832,2255,0.054719999,0.034091,0,NaN
1902,NOR,6.7138538,1914.361,662.46368,1125,,75.924423,695.32452,1088,0.1681985,2.493186,2275,0.044810001,0.031915002,0,NaN
1903,NOR,6.6353159,1891.493,689.64868,1194,,73.978333,713.06049,1081,0.1591119,2.4643631,2288,0.05077,0.033333,0,NaN
1904,NOR,6.6197152,1887.661,700.42181,1209,,75.222504,733.14001,1081,0.1683626,2.4787741,2297,0.048,0.034091,0,NaN
1905,NOR,6.6380162,1892.097,715.94678,1233,,81.488327,784.59998,1105,0.1574661,2.507597,2309,0.047600001,0.034483001,0,NaN
1906,NOR,6.8827186,1962.053,757.99518,1284,,83.577003,854.0105,1187,0.17354681,2.579654,2319,0.050379999,0.034091,0,NaN
1907,NOR,7.1526208,2038.47,818.44983,1365,,88.809334,907.01001,1265,0.19209491,2.6805351,2329,0.051169999,0.036584999,0,NaN
1908,NOR,7.3290429,2088.04,875.04791,1446,,87.509087,960.3855,1299,0.19091611,2.709358,2346,0.05077,0.035294,0,NaN
1909,NOR,7.4205837,2114.7119,926.01978,1534,,90.887337,1022.185,1316,0.1732523,2.709358,2367,0.038819999,0.034483001,0,NaN
1910,NOR,7.674983,2185.9661,973.16687,1623,,97.185753,1087.38,1435,0.1832753,2.767004,2384,0.040819999,0.036145002,0,NaN
1911,NOR,7.9190207,2255.0901,1064.9,1766,,104.4069,1168.726,1530,0.2071895,2.853472,2401,0.04521,0.037037,0,NaN
1912,NOR,8.234437,2344.458,1165.4,1903,,111.1853,1266.233,1680,0.2136905,2.997587,2423,0.052749999,0.039999999,0,NaN
1913,NOR,8.5994511,2447.0649,1293.6,2071,,121.8155,1258.2271,1857,0.2067851,3.0984681,2447,0.053539999,0.038462002,0,NaN
1914,NOR,8.6870451,2472.28,1349.3,2255,,144.3493,1382.402,1919,0.20635749,3.1705251,2472,0.045609999,0.038959999,0,131.48959
1915,NOR,8.9803429,2554.231,1641.3,2558,,175.40961,1589.491,2594,0.1977641,4.1131139,2498,NaN,0.036145002,0,125.33204
1916,NOR,9.2401304,2627.8369,2543,3610,,283.8826,2281.1621,3871,0.2095066,5.912601,2522,NaN,0.035714,0,188.57532
1917,NOR,8.2945166,2361.312,3599,4918,,423.17581,3294.896,4489,0.2419247,7.540709,2551,NaN,0.034681998,0,277.85995
1918,NOR,7.8734875,2242.8821,4588,6120,,488.1611,4382.313,5048,0.1568938,8.8260555,2578,NaN,0.050000001,0,341.23154
1919,NOR,9.1457853,2601.957,5275,6968,,528.24158,4946.5,6195,0.35803071,9.2545052,2603,NaN,0.058200002,0,287.49594
1920,NOR,9.6343403,2739.061,5766,7869,,575.72498,5381.7832,7500,0.3062667,10.5113,2635,NaN,0.067199998,0,240.03952
1921,NOR,8.5788221,2442.8999,5467,7821,,552.88342,5532.2002,5448,0.2367841,8.4547338,2668,NaN,0.0546,0,158.47833
1922,NOR,9.4131546,2678.0801,4987,7302,,547.90002,5516.5171,4980,0.1929719,6.9837298,2695,NaN,0.050799999,1,106.70078
1923,NOR,9.6034136,2732.125,4465,6897,,540.11658,4820.0752,4997,0.1923154,6.812345,2713,NaN,0.054400001,0,105.09946
1924,NOR,9.5445366,2715.1211,4182,6702,,488.44171,4502.3579,5576,0.1829268,7.612123,2729,0.069499999,0.0568,0,110.29525
1925,NOR,10.068182,2863.155,4104,6427,,477.81671,4280.708,5633,0.1867566,7.2407961,2747,0.057100002,0.054930001,0,125.3391
1926,NOR,10.159488,2889.2729,3605,6094,,535.34998,4050.781,4646,0.1715454,5.8840418,2763,0.053800002,0.051610999,0,114.65887
1927,NOR,10.500441,2985.5669,3301,6040,,484.25,3819.54,4218,0.1623992,5.1413951,2775,0.0458,0.054462999,0,104.22336
1928,NOR,10.925915,3105.9021,3071,6001,,421.71671,3487.5,4221,0.1878702,4.9271679,2785,0.055399999,0.052030001,0,101.6627
1929,NOR,11.917993,3387.3899,2980,5992,,387.95001,3475.7581,4345,0.19493669,4.6415348,2795,0.0557,0.052296001,0,105.4
1930,NOR,12.763588,3627.104,2786,5951,,371.35831,3464.958,4377,0.2296093,4.3559051,2807,0.045400001,0.049400002,0,105.35406
1931,NOR,11.691142,3323.457,2704,6117,,365.3833,3414.375,3842,0.19286831,4.155962,2824,0.046599999,0.053199999,1,91.501717
1932,NOR,12.199206,3466.5581,2592,5976,,394.875,3237.1331,3862,0.16804761,3.970299,2842,0.046799999,0.0495,0,76.251427
1933,NOR,12.432787,3533.553,2484,5728,,375.71671,3177.1831,3866,0.1691671,3.884609,2858,0.037,0.0506,0,75.234741
1934,NOR,12.803001,3638.0161,2416,5633,,390.875,3043.8579,4068,0.189528,3.927454,2874,0.035,0.044799998,0,86.418289
1935,NOR,13.374698,3799.627,2416,5630,,399.08331,3086.2419,4362,0.2116002,4.0274248,2889,0.035,0.0447,0,91.501717
1936,NOR,14.211172,4035.127,2365,5684,,441.14169,3091.5669,4850,0.22288661,4.1845222,2904,0.035300002,0.045299999,0,114.37714
1937,NOR,14.769077,4193.0371,2406,5784,,488.80829,3149.583,5581,0.25335959,4.627255,2919,0.039999999,0.043900002,0,146.40274
1938,NOR,15.013828,4262.21,2446,5978,,563.84998,3365.917,5827,0.25278881,4.712944,2936,0.035100002,0.043499999,0,152.24869
1939,NOR,15.643044,4440.6309,2657,6299,,623.29999,3429.4419,6253,0.2558772,4.8271961,2954,0.0383,0.052999999,0,147.54651
1940,NOR,14.217716,4038.092,2361,NaN,,1006.233,3762.7419,NaN,NaN,NaN,2973,0.035500001,0.0396,0,144.24228
1941,NOR,14.480311,4112.4731,1988,NaN,,2190.5969,4806.9502,NaN,NaN,NaN,2990,0.029999999,0.035399999,0,161.14468
1942,NOR,13.827325,3927.6951,1762,NaN,,2592.9351,6043.083,NaN,NaN,NaN,3009,0.029999999,0.035399999,0,190.50148
1943,NOR,13.443336,3820.177,1581,NaN,,3309.9851,7256.4331,NaN,NaN,NaN,3032,0.029999999,0.035,0,229.13554
1944,NOR,12.61816,3587.542,1485,NaN,,3904.8101,8568.2754,NaN,NaN,NaN,3060,0.029999999,0.034400001,0,239.81075
1945,NOR,14.012116,3979.865,1664,NaN,,3492.7881,9049.1504,NaN,NaN,NaN,3091,NaN,0.034200002,0,229.64389
1946,NOR,15.279725,4335.3701,2518,5668,,2781.823,8887.1914,10778,0.31053999,7.971117,3127,NaN,0.034899998,0,200.66835
1947,NOR,17.165794,4864.2632,3434,7354,,3410.002,9770.2412,12687,0.3721132,8.2346573,3165,NaN,0.035100002,0,189.4848
1948,NOR,18.163822,5143.894,4244,8660,4070,3630.6631,10512.53,13904,0.36521861,8.4237461,3201,NaN,0.034899998,0,200.79543
1949,NOR,18.459793,5227.1982,4847,10243,3480,3512.9871,10759.89,14917,0.37943289,8.077713,3234,NaN,0.034899998,0,215.95303
1950,NOR,19.182446,5429.5098,5685,11843,2570,3801.033,11122.08,16425,0.3540335,8.8779154,3265.126,NaN,0.036800001,0,201.02011
1951,NOR,20.041075,5670.2759,6458,13697,2760,3661.915,11564.67,20456,0.34781969,10.28368,3295.8711,NaN,0.037700001,0,230.88596
1952,NOR,20.553684,5813.9219,7150,15162,2540,4079.1299,12777.75,22564,0.3471016,11.19922,3327.728,NaN,0.0374,0,251.56232
1953,NOR,21.165194,5985.189,7654,17125,2390,3877.5,13429.92,22884,0.35277921,11.42631,3360.8879,NaN,0.037,0,238.92676
1954,NOR,22.023441,6225.5029,8351,19367,2280,3976.333,14231.67,24806,0.36845931,11.93454,3394.2461,NaN,0.037500001,0,228.58858
1955,NOR,22.289351,6301.3789,8766,21707,2380,3900.25,14521.83,26376,0.36681071,12.04268,3427.4089,NaN,0.0414,0,287.1716
1956,NOR,23.26704,6575.1611,8934,23606,2590,3981.917,14974,29747,0.35953209,12.50766,3459.9919,NaN,0.042100001,0,302.10452
1957,NOR,23.759258,6711.4858,9429,26247,2700,4329.167,15828,31775,0.3608183,12.85009,3491.938,NaN,0.047899999,0,345.75458
1958,NOR,23.547951,6652.3252,9919,28640,2670,4318.833,16223.33,31919,0.37733009,13.47727,3522.9929,NaN,0.046799999,0,295.2124
1959,NOR,24.340981,6874.478,10724,31423,2800,4359.75,16899.75,33946,0.35597709,13.76924,3552.8511,NaN,0.045699999,0,276.8334
1960,NOR,25.516096,7203.7222,13856,34047,2820,4491.833,17522.5,33058,0.28958201,13.82331,3581.239,NaN,0.0458,0,303.2532
1961,NOR,26.911879,7594.6631,13097,38267,2790,4605.75,18565.25,36062,0.30006659,14.16213,3609.8,NaN,0.0469,0,322.76273
1962,NOR,27.452637,7746.0439,14116,42131,2720,4892.167,19858.17,38843,0.29176429,14.90827,3638.9189,NaN,0.046799999,0,339.99509
1963,NOR,28.294157,7981.6938,15026,45765,2760,5115.667,21061,41682,0.2949954,15.29395,3666.54,NaN,0.046300001,0,265.33133
1964,NOR,29.487997,8315.9453,16243,50881,2900,5513,22756.42,45837,0.2787922,16.16264,3694.3391,NaN,0.046799999,0,284.87497
1965,NOR,30.823849,8689.7881,17310,56055,3090,5864.25,24824.67,50563,0.2823211,16.851101,3723.1531,NaN,0.049899999,0,282.56366
1966,NOR,31.74254,8945.2197,19216,62703,3350,6317.833,27002.33,54568,0.28650489,17.398979,3753.6279,NaN,0.050299998,0,264.19031
1967,NOR,33.458977,9422.7529,20852,69665,3560,6902,29422.33,59700,0.29653269,18.170349,3786.019,NaN,0.0495,0,232.03691
1968,NOR,33.927917,9551.1982,22733,74963,3830,7066.75,32144.5,63749,0.26858461,18.80114,3818.9829,NaN,0.048900001,0,214.80457
1969,NOR,35.181473,9899.2949,25804,81938,4410,7339.5,35808.078,69418,0.2429629,19.377859,3850.9771,NaN,0.063000001,0,236.63025
1970,NOR,35.624004,10027.23,28431,90943,5700,7786.25,39969.75,90929,0.26952901,21.42522,3877.386,NaN,0.064099997,0,277.97034
1971,NOR,37.36824,10472.39,31878,102422,7380,8590.5596,45586.172,102146,0.29559651,22.7661,3903.0391,NaN,0.063699998,0,365.79971
1972,NOR,39.061871,10921.92,35784,115194,8590,9217.3965,50691.75,113448,0.27835661,24.40976,3933.0039,0.048900001,0.061299998,0,286.16226
1973,NOR,40.545444,11324.42,40111,132881,9710,9949.3867,56631.672,128819,0.29067919,26.226431,3960.613,0.07,0.061999999,0,324.48889
1974,NOR,41.833878,11726.2,45293,150555,9420,11276.83,62921.172,148884,0.30743399,28.69553,3985.2581,0.082199998,0.0726,0,457.25696
1975,NOR,43.694057,12271.32,52291,182517,8790,13144.19,71279.656,170219,0.33795881,32.054932,4007.313,0.076200001,0.072899997,0,300.90778
1976,NOR,46.0229,12930.01,60403,216482,28032,14863.14,82994.094,194119,0.3612217,34.99622,4026.1521,0.074299999,0.072400004,0,256.642
1977,NOR,47.714905,13424.93,70088,261399,41861,16500.4,97708.406,218635,0.3626318,38.16098,4043.2051,0.098300003,0.083700001,0,277.29742
1978,NOR,49.393269,13840.21,76961,291970,51589,17730.17,110120.1,241226,0.30925769,41.271671,4058.6709,0.093599997,0.081900001,0,206.49559
1979,NOR,51.398071,14411.26,85789,316692,70714,19444.83,124210.9,266107,0.2965349,43.23613,4072.5171,0.083899997,0.1004,0,212.40549
1980,NOR,53.545612,15076.03,96659,363220,83156,20354,139709.7,314698,0.26822859,47.947231,4085.6201,0.1116,0.1028,0,330.3988
1981,NOR,54.164242,15169.38,112769,408803,85284,21377.17,157785,360827,0.26777369,54.485821,4099.7021,0.1235,0.12909999,0,303.83347
1982,NOR,54.019108,15145.3,132246,477643,82889,22687,174500.3,399184,0.2695975,60.681969,4114.7871,0.1391,0.1292,0,348.09924
1983,NOR,55.94672,15635.78,156582,533677,89607,23141.83,190676.8,443475,0.27468291,65.785957,4128.4321,0.1227,0.1258,0,289.08798
1984,NOR,59.08947,16512.699,199688,612596,112651,24565.33,216753,498656,0.26062459,69.916733,4140.0952,0.1267,0.115,0,535.78259
1985,NOR,62.103081,17319.68,263201,668576,122083,26496.17,251186.2,552432,0.2442328,73.878098,4152.4189,0.1229,0.1345,0,686.33893
1986,NOR,64.365295,17882.07,350155,802806,130682,28692,272079.31,570892,0.27218631,79.187553,4166.5962,0.1464,0.13510001,0,908.95508
1987,NOR,65.221901,18164.35,415420,905753,132572,32433.08,298664.81,622867,0.2744005,86.097397,4186.147,0.1463,0.1329,0,830.16608
1988,NOR,64.73967,18059.109,436232,982963,146879,33132.078,340522.5,652072,0.27823311,91.864616,4208.729,0.1328,0.117,1,723.26117
