,underlying_symbol,quote_datetime,expiration,strike,option_type,close,bid,ask,active_underlying_price,mid_price,years_to_maturity,Option,Stock
169,AMZN,04/01/2021 12:19,22/01/2021,3345,P,0,215.5,221.15,3157.5,218.325,0.049281314,222.16,3153.0028
170,AMZN,04/01/2021 12:20,22/01/2021,3345,P,0,216.8,222.45,3156.02,219.625,0.049281314,221.515,3153.846
171,AMZN,04/01/2021 12:21,22/01/2021,3345,P,0,213.3,218.6,3162,215.95,0.049281314,219.65,3156.246
172,AMZN,04/01/2021 12:22,22/01/2021,3345,P,0,212.45,215.9,3161.66,214.175,0.049281314,217.95,3158.006
173,AMZN,04/01/2021 12:23,22/01/2021,3345,P,0,212.6,216.1,3161.807,214.35,0.049281314,216.485,3159.7974
174,AMZN,04/01/2021 12:24,22/01/2021,3345,P,0,212.8,217.4,3161.783,215.1,0.049281314,215.84,3160.654
175,AMZN,04/01/2021 12:25,22/01/2021,3345,P,0,212.15,216.4,3163.612,214.275,0.049281314,214.77,3162.1724
176,AMZN,04/01/2021 12:26,22/01/2021,3345,P,0,212.4,216.85,3161.625,214.625,0.049281314,214.505,3162.0974
177,AMZN,04/01/2021 12:27,22/01/2021,3345,P,0,216.2,219.7,3157.15,217.95,0.049281314,215.26,3161.1954
178,AMZN,04/01/2021 12:28,22/01/2021,3345,P,0,215.6,218.4,3158.965,217,0.049281314,215.79,3160.627
179,AMZN,04/01/2021 12:29,22/01/2021,3345,P,0,213.25,218.4,3159.7,215.825,0.049281314,215.935,3160.2104
180,AMZN,04/01/2021 12:30,22/01/2021,3345,P,0,212.9,216.7,3160.615,214.8,0.049281314,216.04,3159.611
181,AMZN,04/01/2021 12:31,22/01/2021,3345,P,0,215.1,219.7,3159.35,217.4,0.049281314,216.595,3159.156
182,AMZN,04/01/2021 12:32,22/01/2021,3345,P,0,219.1,223.1,3154.75,221.1,0.049281314,217.225,3158.676
183,AMZN,04/01/2021 12:33,22/01/2021,3345,P,0,217.65,221.4,3155.82,219.525,0.049281314,217.73,3158.047
184,AMZN,04/01/2021 12:34,22/01/2021,3345,P,0,219.2,224,3152,221.6,0.049281314,218.885,3156.507
185,AMZN,04/01/2021 12:35,22/01/2021,3345,P,0,218.75,222.35,3154.43,220.55,0.049281314,220.035,3155.27
186,AMZN,04/01/2021 12:36,22/01/2021,3345,P,0,221.3,224.95,3152.43,223.125,0.049281314,221.18,3153.886
187,AMZN,04/01/2021 12:37,22/01/2021,3345,P,0,221.05,222.95,3152.913,222,0.049281314,221.36,3153.5186
188,AMZN,04/01/2021 12:38,22/01/2021,3345,P,0,222.45,224.05,3152.291,223.25,0.049281314,222.105,3152.8128
189,AMZN,04/01/2021 12:39,22/01/2021,3345,P,0,222.1,226,3150.12,224.05,0.049281314,222.595,3152.4368
190,AMZN,04/01/2021 12:40,22/01/2021,3345,P,0,222.8,224.9,3151.75,223.85,0.049281314,223.255,3151.9008
191,AMZN,04/01/2021 12:41,22/01/2021,3345,P,0,223.65,228.7,3147.74,226.175,0.049281314,223.865,3150.9628
192,AMZN,04/01/2021 12:42,22/01/2021,3345,P,0,225.65,229.4,3147.75,227.525,0.049281314,224.97,3149.9302
193,AMZN,04/01/2021 12:43,22/01/2021,3345,P,0,225.25,229,3146,227.125,0.049281314,225.745,3148.672
194,AMZN,04/01/2021 12:44,22/01/2021,3345,P,0,225.15,228.25,3147.134,226.7,0.049281314,226.275,3148.0748
195,AMZN,04/01/2021 12:45,22/01/2021,3345,P,0,223.7,227.25,3148.9,225.475,0.049281314,226.6,3147.5048
196,AMZN,04/01/2021 12:46,22/01/2021,3345,P,0,224.75,229.2,3148.925,226.975,0.049281314,226.76,3147.7418
197,AMZN,04/01/2021 12:47,22/01/2021,3345,P,0,226.05,229.35,3147,227.7,0.049281314,226.795,3147.5918
198,AMZN,04/01/2021 12:48,22/01/2021,3345,P,0,225.05,229.65,3147.25,227.35,0.049281314,226.84,3147.8418
199,AMZN,04/01/2021 12:49,22/01/2021,3345,P,0,226.7,229.85,3146.67,228.275,0.049281314,227.155,3147.749
200,AMZN,04/01/2021 12:50,22/01/2021,3345,P,0,226.3,229.5,3147.6,227.9,0.049281314,227.64,3147.489
201,AMZN,04/01/2021 12:51,22/01/2021,3345,P,0,226.3,229.4,3145.491,227.85,0.049281314,227.815,3146.8022
202,AMZN,04/01/2021 12:52,22/01/2021,3345,P,0,224.45,227.15,3150.193,225.8,0.049281314,227.435,3147.4408
203,AMZN,04/01/2021 12:53,22/01/2021,3345,P,0,221.85,225.75,3153.469,223.8,0.049281314,226.725,3148.6846
204,AMZN,04/01/2021 12:54,22/01/2021,3345,P,0,221.45,224.4,3153,222.925,0.049281314,225.655,3149.9506
205,AMZN,04/01/2021 12:55,22/01/2021,3345,P,0,219.65,222.65,3154.385,221.15,0.049281314,224.305,3151.3076
